PID,startdate,enddate,duration,week,noise,model_included,peak_time,peak_intensity,factors__current_season,factors__past_season,factors__past_season2,factors__model,survey_summary_from_participant
1293,2023-02-04 15:04:46,2023-02-04 15:07:50,183,1,10.0,0,110.0,1000.0,1,1,1,0,Find out how people view trends
4773,2023-02-04 14:51:42,2023-02-04 15:07:51,969,-2,5.0,1,87.0,764.0,1,1,1,1,To evaluate modeling of infection spread to see what human interaction would contribute to the resulting predictions.
1373,2023-02-04 15:04:58,2023-02-04 15:07:53,175,-2,5.0,1,103.0,1802.0,0,0,0,1,To predict the peak day of a fictitious virus and the number of cases on that day
2294,2023-02-04 15:04:23,2023-02-04 15:07:53,210,3,5.0,1,59.0,138.0,0,0,0,1,Im guessing to see those who can read the graph properly. 
5384,2023-02-04 15:03:22,2023-02-04 15:07:56,273,3,2.5,0,59.0,173.0,1,0,1,0,The goal of this study was to take this information in the graph to try and forecast when future peaks of a epidemic will be.
5411,2023-02-04 15:05:53,2023-02-04 15:07:56,122,1,10.0,1,101.0,1900.0,1,0,0,1,i have no idea
1256,2023-02-04 15:02:11,2023-02-04 15:07:56,344,1,5.0,0,103.0,1900.0,1,1,0,1,Predicting situations given a certain amount of information.
396,2023-02-04 15:06:05,2023-02-04 15:07:56,111,-2,2.5,0,180.0,1900.0,1,1,1,1,To calculate the peak and the hospitalizations. 
3748,2023-02-04 14:59:28,2023-02-04 15:08:21,532,2,10.0,1,99.0,1800.0,1,1,1,1,To predict hospitalization peaks based on previously collected data.
725,2023-02-04 15:05:53,2023-02-04 15:08:23,149,-2,10.0,1,98.0,1500.0,0,0,0,1,The amount of people hospitalized is what the data stated the amount affected
1058,2023-02-04 15:06:04,2023-02-04 15:08:24,140,1,5.0,0,65.0,1700.0,1,1,1,1,To see if we know how to use graphs and predict what will happen.
5405,2023-02-04 15:05:50,2023-02-04 15:08:24,153,4,5.0,0,57.0,1666.0,0,0,1,0,t was knowing what was the peak of the incidents. It is also knowing how many incidents there was.
845,2023-02-04 15:03:48,2023-02-04 15:08:27,278,3,5.0,0,500.0,2.0,1,1,1,0,Looking at the data it seemed that the first year was pretty intense with peak days and then year after that it was significantly less.  I predict that this year will be even less so
3471,2023-02-04 15:05:05,2023-02-04 15:08:27,201,4,10.0,1,118.0,310.0,1,1,1,0,Predicting peak outbreak of a fictional epidemic.
2760,2023-02-04 15:04:44,2023-02-04 15:08:28,224,3,10.0,0,98.0,1000.0,1,1,1,0,To try to predict the peak day and number of infections for the current season given some historical data. 
1944,2023-02-04 15:06:04,2023-02-04 15:08:33,148,4,5.0,1,70.0,25.0,0,1,0,0,To see if I can predict/have an idea of when an epidemic will peak
5406,2023-02-04 15:05:10,2023-02-04 15:08:39,208,-2,10.0,0,95.0,1150.0,1,0,1,0,How people make predictions based on a graph of data given estimates and actual facts of previous years.
3679,2023-02-04 15:02:40,2023-02-04 15:08:41,361,2,2.5,0,58.0,104.0,1,1,1,0,I believe it was to study how one views on seasons of illness in view of a pandemic. People are a lot more likely to view these matters in the extreme since covid-19 and in accordance submit their views on it. 
5779,2023-02-04 15:01:46,2023-02-04 15:08:47,420,3,5.0,1,82.0,220.0,1,1,1,0,Study one's perception of graph and future predictability
1427,2023-02-04 15:04:28,2023-02-04 15:09:03,274,2,5.0,0,84.0,74664.0,1,1,1,0,The goal was to predict trends in pandemics using data from past pandemics.
3968,2023-02-04 15:06:08,2023-02-04 15:09:04,175,3,5.0,0,59.0,173.0,1,0,0,0,Determine the number of hospitalizations from a virus.
2648,2023-02-04 15:06:48,2023-02-04 15:09:08,140,1,2.5,0,62.0,2050.0,1,1,0,0,The goal of this study was to use to information to predict trends in epidemics.
2720,2023-02-04 15:03:43,2023-02-04 15:09:17,333,4,5.0,0,65.0,700.0,1,1,1,0,The goal of this study was something about data but I am not 100% sure.
1260,2023-02-04 15:05:46,2023-02-04 15:09:17,210,-2,10.0,0,89.0,1123.0,1,0,0,0,The goal of the study was to see how humans view data in analyzing potential public health data.
1653,2023-02-04 15:01:56,2023-02-04 15:09:17,441,1,2.5,0,88.0,1300.0,1,1,1,0,make predictions of peak viral hospitalizations and number of admissions.
3852,2023-02-04 15:05:26,2023-02-04 15:09:19,232,1,2.5,1,93.0,832.0,1,1,1,0,The goal of this study was to determine some factors from the graph.  The factors were the peak intensity and and hospitalizations.
1380,2023-02-04 15:06:08,2023-02-04 15:09:20,191,1,2.5,0,84.0,1100.0,1,1,0,0,How people interpret data and graphs.
4169,2023-02-04 15:04:50,2023-02-04 15:09:21,271,3,5.0,1,85.0,400.0,1,1,1,0,"The goal of this study was to look at a chart of epidemic data and estimate when the next round of the epidemic would peak, and how high it would peak."
3804,2023-02-04 15:02:54,2023-02-04 15:09:26,392,3,5.0,0,74.0,779.0,1,1,1,0,The goal of the study was to predict the peak of the current infection season using data from the current season and past two seasons.
5646,2023-02-04 15:07:22,2023-02-04 15:09:27,124,4,2.5,0,95.0,1200.0,0,1,1,0,the goal was to make predictions over a fake potential epidemic based off data from the same epidemic one and two seasons ago
780,2023-02-04 15:04:14,2023-02-04 15:09:35,321,2,10.0,0,82.0,575.0,1,0,1,0,To see how people take information and come up with an outcome.
4194,2023-02-04 15:03:34,2023-02-04 15:09:42,368,4,2.5,0,57.0,64.0,0,0,1,0,surveillance system about a fictitious infectious agent that has caused an outbreak. 
4472,2023-02-04 15:06:38,2023-02-04 15:09:46,187,1,10.0,0,57.0,1465.0,1,0,0,0,To predict the future
2984,2023-02-04 15:05:13,2023-02-04 15:09:53,280,1,2.5,1,115.0,2100.0,0,1,0,0,To determine how someone might predict how accurate a forecast model may turn out to be
5575,2023-02-04 15:04:43,2023-02-04 15:09:54,311,4,2.5,1,85.0,1500000.0,1,1,1,1,"I had to study a graph showing data of an infectious agent, both current surveillance alongside data from one and two seasons ago.  My goal was to predict the day that the infection would peak in this season, and how many hospitalizations would occur on that day."
4161,2023-02-04 15:04:39,2023-02-04 15:10:06,326,4,10.0,1,118.0,518.0,1,1,1,1,To estimate when the true peak of the outbreak and the number of cases on the peak day will be.
897,2023-02-04 15:07:11,2023-02-04 15:10:06,175,1,5.0,1,79.0,822.0,1,0,0,0,To determine how easy the graph was to interpret. 
4587,2023-02-04 15:07:09,2023-02-04 15:10:07,177,4,5.0,0,57.0,1800.0,1,1,1,0,"To estimate/predict when the highest hospitalization day would be, and how many hospitalizations"
4154,2023-02-04 15:03:49,2023-02-04 15:10:11,381,1,5.0,1,102.0,1100.0,1,1,1,1,How people project pandemic peak using data presented.
75,2023-02-04 15:03:15,2023-02-04 15:10:13,418,3,10.0,0,100.0,2400.0,0,1,1,0,I think it was to determine how people feel about how Covid is going to affect people in the future.
1087,2023-02-04 15:05:13,2023-02-04 15:10:14,301,1,2.5,1,123.0,1800.0,0,0,1,0,To estimate the peak day of the pandemic as well as the number of hospitalizations that day.
4349,2023-02-04 15:07:14,2023-02-04 15:10:15,181,3,2.5,0,57.0,1955.0,0,1,1,0,Understand the peak of hospitalizations and day of occurance based on a graph
1131,2023-02-04 15:02:55,2023-02-04 15:10:25,450,2,10.0,1,102.0,1233.0,1,1,1,1,The goal was to estimate how accurately participants could predict peak case numbers and peak day of an epidemic based on data trends from past seasons and current season so far.
239,2023-02-04 15:06:30,2023-02-04 15:10:28,237,2,5.0,0,175.0,220.0,0,1,1,0,Predict the current season peak hospitalizations and time of peak based on previous two season's data.
518,2023-02-04 15:07:41,2023-02-04 15:10:44,182,-2,5.0,1,59.0,2005.0,1,0,0,1,to gauge comprehension of reading data from graphs
3417,2023-02-04 15:08:36,2023-02-04 15:10:47,131,2,2.5,1,110.0,290.0,1,1,0,1,to produce the best estimate of peak hospitalizations and other data points based on various information displayed on the graph 
1575,2023-02-04 15:07:17,2023-02-04 15:10:52,214,1,10.0,1,100.0,1700.0,1,1,1,0,To estimate the peak day and number of hospitalizations for a pandemic. 
3935,2023-02-04 15:05:36,2023-02-04 15:10:53,316,2,2.5,0,57.0,2500.0,1,0,1,0,To identify the peak day and the number of hospitilaztions at the peaks. 
3295,2023-02-04 15:07:27,2023-02-04 15:11:00,213,4,2.5,1,90.0,1900.0,1,1,1,1,"identify information on an interactive graph, and then proceed to make an educated guess about a question related to the graph."
557,2023-02-04 15:07:17,2023-02-04 15:11:04,226,-2,5.0,1,89.0,1500.0,1,1,1,1,To predict the peak day of a pandemic 
878,2023-02-04 15:06:37,2023-02-04 15:11:05,267,3,2.5,1,80.0,1000.0,1,1,1,1,To see how people will anticipate estimated numbers with different levels of information 
5205,2023-02-04 15:09:26,2023-02-04 15:11:11,105,-2,5.0,0,54.0,150.0,1,0,0,0,to see if we can read a graph?
595,2023-02-04 15:09:01,2023-02-04 15:11:28,146,3,5.0,1,55.0,1102.0,1,1,1,0,THe goal was to estimate the peak time of an epidemic as well as peak hospitalizations.
4873,2023-02-04 15:04:21,2023-02-04 15:11:28,427,-2,2.5,1,85.0,941.0,1,1,1,1,The goal of this study is to determine whether crowdsourced predictions of epidemic peak times align with actual peak times. The study also tests whether these are more accurate when given confidence intervals. 
2138,2023-02-04 15:00:56,2023-02-04 15:11:28,632,4,5.0,1,98.0,1640666.0,0,0,0,1,epidemic hospitalizations prediction
1795,2023-02-04 15:10:12,2023-02-04 15:11:33,80,3,10.0,1,59.0,115.0,0,0,1,0,to figure out the day that had the most hospital visits.
68,2023-02-04 15:06:48,2023-02-04 15:11:36,287,3,2.5,1,58.0,2000.0,0,0,1,0,To analyze the chart of pandemics with data from different years.  Based on your analysis make predictions about the future.
503,2023-02-04 15:10:07,2023-02-04 15:11:43,95,1,2.5,1,57.0,64.0,0,0,1,0,"I'm not sure, graphs can be confusing. I hope I did ti right and that my answers help!"
159,2023-02-04 15:09:58,2023-02-04 15:11:47,109,1,2.5,1,14.0,2.0,0,0,1,0,The data between peak day and peak time
4825,2023-02-04 15:06:31,2023-02-04 15:11:48,316,3,10.0,1,110.0,285.0,1,1,1,1,"To predict the peak day and the number of incident hospitalizations on that day, using the data from both of the last seasons."
2568,2023-02-04 15:08:04,2023-02-04 15:11:48,224,4,5.0,1,57.0,1666.0,0,0,1,0,Summarize how we can analyze graphs. Also how we can learn predictions.
4256,2023-02-04 15:06:28,2023-02-04 15:11:50,321,3,10.0,0,64.0,133.0,0,0,1,0,To see the peak of a disease. We had to look at a graph.
590,2023-02-04 15:06:52,2023-02-04 15:11:55,302,2,10.0,0,70.0,160.0,1,0,1,0,To guess the peak day and how many hospitalizations based on information give.
5062,2023-02-04 15:09:16,2023-02-04 15:11:55,159,-2,2.5,0,57.0,1955.0,0,0,1,0,predicting trends based off previous data
428,2023-02-04 15:08:21,2023-02-04 15:12:01,219,-2,10.0,1,105.0,1900.0,0,0,0,1,To find the peak day and number of cases
2010,2023-02-04 15:07:03,2023-02-04 15:12:05,301,3,10.0,1,113.0,700.0,1,0,0,0,"Study the outcome of a fictitious disease, and rate the outcome on two quantities."
877,2023-02-04 15:07:02,2023-02-04 15:12:05,302,-2,2.5,1,98.0,2000.0,1,1,1,1,Not gonna lie the graph was a bit confusing. But I guess its about analyzing the data and making an inference on it
3560,2023-02-04 15:06:39,2023-02-04 15:12:06,327,2,5.0,1,114.0,118662.0,1,0,0,1,To determine the peak hospitalizations due to epidemic in the current season. Also to figure out which day it fell on too
4370,2023-02-04 15:08:33,2023-02-04 15:12:11,218,-2,10.0,1,95.0,1500.0,1,1,1,0,The goal was to estimate what day would be the peak of the epidemic and how many hospitalizations would take place on this given day using the graph's information.
1011,2023-02-04 15:10:58,2023-02-04 15:12:13,74,4,10.0,0,57.0,1465.0,0,0,1,0,To learn more about people's perceptions of pandemics and ability to read graphs.
2513,2023-02-04 15:09:39,2023-02-04 15:12:16,157,2,2.5,0,57.0,1955.0,1,1,1,0,The goal of the study was to make a prediction about the peak number of cases based on the information presented. The secondary part of the task that I was asked to do was to predict how long the pandemic might last.
4968,2023-02-04 14:55:51,2023-02-04 15:12:19,988,1,2.5,0,85.0,1200.0,1,1,1,1,"If I had to make a guess it would be, ""give people a bunch of information about something they won't know anything about, include a term (""chimeric forecasting"") they will probably try to look up on their phone only to discover they don't understand that either, and then see what they do with it. And tell them it's only going to take 3 minutes when if they really put effort into it (as I did) it will actually take more than 4 times that."""
1815,2023-02-04 15:10:24,2023-02-04 15:12:26,122,1,10.0,0,50.0,1500.0,1,0,0,0,Determine peak hospitalizations
556,2023-02-04 15:07:37,2023-02-04 15:12:28,291,3,5.0,1,80.0,1300.0,0,1,1,0,"The goal of this study was to determine how people use different factors to predict and make estimates, "
5860,2023-02-04 15:08:49,2023-02-04 15:12:28,219,4,2.5,1,90.0,1300.0,0,1,1,1,"To predict date of peak epidemic and number of hospitalizations on that day. (But if you mean the goal of the study in which I'm a participant, rather than the task you asked for, I don't know.)"
3256,2023-02-04 15:10:15,2023-02-04 15:12:29,133,3,10.0,1,60.0,1400.0,1,1,1,1,Estimation based on a graph. 
1900,2023-02-04 15:09:16,2023-02-04 15:12:31,195,1,5.0,1,105.0,1700.0,1,1,1,0,to see what people thought regarding predicting data based off of existing data
2906,2023-02-04 15:08:36,2023-02-04 15:12:32,235,2,10.0,1,84.0,1500.0,1,0,0,0,"I think it was about predicting what I think peak hospitalizations will be. On top of that, I was told to predict what the total peak would be."
5941,2023-02-04 15:09:18,2023-02-04 15:12:39,200,4,2.5,0,100.0,400.0,1,1,1,0,To estimate the rate at which an epidemic will spread. 
2562,2023-02-04 14:57:53,2023-02-04 15:12:45,892,2,2.5,1,126.0,64.0,0,0,1,0,understanding graphs
3329,2023-02-04 15:10:40,2023-02-04 15:13:03,142,3,2.5,0,57.0,1950.0,1,0,1,0,Our goal was to find the peak day and how many hospitalized patients there were that day
692,2023-02-04 15:05:03,2023-02-04 15:13:07,484,2,2.5,1,170.0,500.0,1,1,0,0, To determine the peak day for the upcoming season for this epidemic. And t determine number of hospitalizations on that day.
5699,2023-02-04 15:10:58,2023-02-04 15:13:11,133,4,2.5,1,210.0,2500.0,1,0,1,0,The goal of this study was to predict outcomes for a possible outbreak to see if theres a floor or ceiling for hospitalizations. 
1010,2023-02-04 15:11:19,2023-02-04 15:13:14,114,1,2.5,0,59.0,173.0,0,0,1,0,to find the peak day of hospitizations.
1283,2023-02-04 15:07:34,2023-02-04 15:13:20,345,1,2.5,0,100.0,2000.0,1,1,1,1,It was about a fictitious epidemic. I was given a chart that showed the pattern of the epidemic in previous seasons and asked to predict the peak incident rate of the current season.
4398,2023-02-04 15:09:13,2023-02-04 15:13:20,247,2,5.0,1,129.0,935.0,1,1,1,1,to determine the the peak of the hospitalizations
4699,2023-02-04 15:07:12,2023-02-04 15:13:23,370,4,10.0,0,57.0,60.0,0,0,1,0,To see how people read graphs?
1853,2023-02-04 15:10:00,2023-02-04 15:13:24,204,1,10.0,1,57.0,1475.0,1,1,1,0,Keeping track of people going to a hospital.
5389,2023-02-04 15:11:54,2023-02-04 15:13:34,100,-2,2.5,1,57.0,64.0,1,0,0,0,Predict the peak day and peak time.
4824,2023-02-04 15:11:03,2023-02-04 15:13:35,151,3,5.0,0,90.0,700.0,1,1,1,0,The goal of this study is to examine the effect of models on estimates.
2909,2023-02-04 15:10:44,2023-02-04 15:13:45,181,2,10.0,0,110.0,500.0,1,0,0,0,How we might predict future virus outbreaks.
3928,2023-02-04 15:00:29,2023-02-04 15:13:48,798,4,5.0,1,57.0,1666.0,0,0,1,0,The goal of the study was to make a prediction on a virus and the number of hospitalizations. An interactive chart/graph was provided to assist in making the predictions.
2517,2023-02-04 15:07:20,2023-02-04 15:13:53,392,1,5.0,0,97.0,1110.0,1,1,1,0,To give an estimate of the number of hospitalizations and peak day for hospitalizations this season using the graph depicting two past seasons and a prediction model
4536,2023-02-04 15:02:30,2023-02-04 15:14:01,691,-2,5.0,0,75.0,1400.0,1,0,1,0,The goal of the study was to use recent data about an epidemic to estimate the peak of the epidemic in a given season.
5283,2023-02-04 15:05:01,2023-02-04 15:14:02,540,-2,10.0,1,89.0,1123.0,1,0,0,0,"The goal of this study was to learn how people make a prediction, in this case about an infections outbreak, given historical data patterns and current data all displayed in a graph, and what data they focus on when making the prediction."
4294,2023-02-04 15:05:54,2023-02-04 15:14:02,487,1,5.0,1,126.0,1358.0,1,1,1,1,I have no idea. 
5957,2023-02-04 15:11:36,2023-02-04 15:14:04,147,1,10.0,1,60.0,1420.0,1,0,0,0,Studying the trend of peaks and troughs for a given situation/scenario.
1766,2023-02-04 15:11:48,2023-02-04 15:14:05,136,2,5.0,0,5.0,4.0,1,0,0,0,unsure
3569,2023-02-04 15:11:52,2023-02-04 15:14:09,136,1,5.0,0,79.0,1023.0,1,1,1,0,The goal was to predict when the peak would occur as well as what number that peak would be at.
2979,2023-02-04 15:08:21,2023-02-04 15:14:10,349,4,10.0,1,60.0,70.0,0,1,1,0,To make a prediction on an outbreak based on data from several sources.
1958,2023-02-04 15:09:10,2023-02-04 15:14:13,302,-2,2.5,1,99.0,1700.0,1,1,1,0,Utilizing modeled data to predict peak day and total of hospitalizations in a projected epidemic.
1805,2023-02-04 15:06:35,2023-02-04 15:14:14,458,1,10.0,0,82.0,800.0,1,1,1,0,Analyzing how past trends affect one's future projections.
5662,2023-02-04 15:09:38,2023-02-04 15:14:14,276,2,10.0,0,68.0,68000.0,0,1,1,0,Look at a surveillance system about a fictitious infectious agent that has caused an outbreak provide a prediction on what day will the underlying number of incident hospitalizations reach a maximum and number of incident hospitalizations
2356,2023-02-04 15:11:16,2023-02-04 15:14:25,188,3,5.0,1,98.0,2331.954,0,0,0,1,To see when the highest peak would be for hospitalizations an how many days in between the beginning and end.
5830,2023-02-04 14:45:17,2023-02-04 15:14:26,1748,-2,5.0,1,90.0,1338.0,1,0,0,0,I guess the goal is to see id humans and computers working together is better than computers alone for predicting how pandemics will unfold
5657,2023-02-04 15:10:53,2023-02-04 15:14:32,218,2,5.0,0,74.0,836.0,1,1,1,0,"The goal was to use the data to predict what day the peak amount of hospitalizations would occur, and approximately how many. "
4918,2023-02-04 15:10:31,2023-02-04 15:14:40,249,4,5.0,1,56.0,1700.0,1,0,0,0,To estimate the peak of a pandemic and on what day and how many hospitalizations.
2582,2023-02-04 15:08:31,2023-02-04 15:14:52,381,2,5.0,1,57.0,1600.0,1,0,0,0,To find the Incidence of hospitalization over time from a disease
993,2023-02-04 15:10:42,2023-02-04 15:14:54,252,3,2.5,0,58.0,1900.0,0,0,1,0,projection of when an incident  will occur based on past trendlines. 
5901,2023-02-04 14:57:54,2023-02-04 15:14:57,1023,2,2.5,0,150.0,500.0,0,1,1,0,To study how people make forecasts using models of previous data.
4261,2023-02-04 15:12:42,2023-02-04 15:15:02,140,4,2.5,0,70.0,2000.0,0,1,1,0,Peak day. Peak hospitalizations using the graph provided.
3901,2023-02-04 15:09:36,2023-02-04 15:15:14,338,2,2.5,1,88.0,500.0,1,1,1,1,"To determine the peak amount of recorded infections this season using established facts, previously recorded data, and future estimates."
1658,2023-02-04 15:08:20,2023-02-04 15:15:17,416,2,5.0,0,120.0,200.0,1,1,1,0,"The goal, as stated, was to combine human prediction with computer model prediction."
2136,2023-02-04 15:11:49,2023-02-04 15:15:20,210,-2,10.0,0,95.0,1300.0,1,1,1,0,To gauge peoples trust in data regarding infectious disease. 
84,2023-02-04 15:10:00,2023-02-04 15:15:26,326,4,5.0,0,112.0,750.0,1,1,1,0,"The amount of hospitalizations from last season was down substantially last season from two seasons ago, but the current model seemed to be rising a little bit faster than last season.  So, I guessed that hospitalizations would be up slightly from last season, but still much lower than two seasons ago and that it would peak a little bit before last season based on current trends.  "
5432,2023-02-04 15:10:44,2023-02-04 15:15:33,288,3,2.5,1,114.0,1347.0,1,1,1,1,"I believe the goal of the study was to guesstimate the peak day of hospitalizations due to an epidemic based upon the previous season's data, two seasons ago data and suggestive data on a graph chart "
3205,2023-02-04 15:04:53,2023-02-04 15:15:35,641,2,2.5,1,99.0,2100.0,1,1,1,1,"Trying to predict at what point the third wave will peak, and what the number of cases are likely to be."
5827,2023-02-04 15:14:03,2023-02-04 15:15:42,99,1,5.0,1,55.0,1600.0,1,1,1,0,to see if you can tell from a graph when to forecast things.
3113,2023-02-04 15:09:28,2023-02-04 15:15:43,374,-2,5.0,0,95.0,985.0,1,1,1,0,The study is trying to determine if the participants can effectively guess the peak day and peak hospitalizations in this scenario.
1122,2023-02-04 15:00:18,2023-02-04 15:15:49,930,4,10.0,1,-2.0,98.0,1,1,0,0,To determine peak day
1002,2023-02-04 15:11:37,2023-02-04 15:15:52,255,2,10.0,1,81.0,1062.0,1,1,1,0,I was to predict the day of highest infection and the number of infections on that day based on past data.
3003,2023-02-04 15:10:40,2023-02-04 15:15:56,316,4,5.0,0,57.0,62.0,0,0,1,0,How well people understand the pandemic data.
3496,2023-02-04 15:10:08,2023-02-04 15:15:59,350,4,5.0,1,154.0,450.0,0,1,1,0,The goal of the study was to determine when the number of hospitalizations cased by an epidemic peaked as well as what the peak number of hospitalizations was.  
4960,2023-02-04 15:04:46,2023-02-04 15:16:26,699,4,10.0,1,85.0,590.0,1,1,1,1,"The goal of your study was to examine how human predictions are made given pieces of data regarding epidemic curves of disease, and see whether they could supplement modeling to enhance prediction accuracy."
139,2023-02-04 15:13:02,2023-02-04 15:16:31,209,3,5.0,1,75.0,800.0,1,1,1,1,To see how people read data from a graph and utilize it to make an extrapolated estimation.
885,2023-02-04 15:10:56,2023-02-04 15:16:34,338,4,10.0,0,56.0,1400.0,0,0,1,0,To see about reading chart of predictions for hospital visits 
805,2023-02-04 15:14:17,2023-02-04 15:16:56,158,-2,2.5,0,70.0,2000.0,1,1,1,1,The goal of this survey is to find the peak. You also need to find how many hospitalizations will occur.
5367,2023-02-04 15:13:06,2023-02-04 15:16:59,232,3,10.0,1,56.0,1588.0,1,1,1,1,To guess what the peak day and how many incidents there would be during the fictitious pandemic. 
2785,2023-02-04 15:13:15,2023-02-04 15:17:01,225,1,2.5,1,83.0,900.0,1,0,0,0,To study the peak days of hospitalizations due to fictitious illnesses. 
2769,2023-02-04 15:12:48,2023-02-04 15:17:02,253,4,2.5,1,102.0,550.0,1,1,1,1,To see if people understand prediction models and if they can interpret them 
4366,2023-02-04 15:10:29,2023-02-04 15:17:04,394,1,10.0,0,85.0,800.0,1,1,1,0,Inferring new data from old data trends presented on a plot together.
88,2023-02-04 15:11:12,2023-02-04 15:17:08,355,1,5.0,0,65.0,1523.0,1,0,0,0,The goal of this study was to make a prediction of the peak day and peak time for a hypothetical outbreak.
5990,2023-02-04 15:14:20,2023-02-04 15:17:21,181,2,10.0,1,107.0,1000.0,0,1,1,1,Determine how people use data to make predictions.
3098,2023-02-04 15:11:06,2023-02-04 15:17:26,379,2,2.5,1,99.0,800.0,1,1,0,1,making predictions of epidemic/pandemic peaks / hospitalizations based on current and prior data and predictive models
1891,2023-02-04 15:11:02,2023-02-04 15:17:26,383,3,2.5,0,115.0,1500.0,1,1,1,0,The goal was to estimate the peak number of days of a epidemic.
2728,2023-02-04 15:14:57,2023-02-04 15:17:27,150,3,2.5,0,70.0,1800.0,1,1,1,0,To predict the next peak of hospitalizations based on the information given.
4412,2023-02-04 15:13:57,2023-02-04 15:17:29,212,-2,5.0,0,88.0,693.0,1,0,0,0,I was to look at a graph and determine when I thought the peak day would occur and the number of cases. The graph had previous info from prior years.
417,2023-02-04 15:14:17,2023-02-04 15:17:29,192,-2,5.0,1,120.0,1750.0,1,1,0,0,Predicting when the peak would happen and how many incidents the peak would result in
571,2023-02-04 15:13:42,2023-02-04 15:17:32,229,2,5.0,1,120.0,950.0,1,1,0,0,I had to guess what day it would peak. I also had to guess how many incidents there would be.
4628,2023-02-04 15:12:32,2023-02-04 15:17:32,300,4,10.0,1,80.0,1000.0,1,1,1,1,To see how people interpret data.
4709,2023-02-04 15:11:19,2023-02-04 15:17:37,378,-2,10.0,1,112.0,1800.0,1,1,1,1,The goal of this study was to predict the day and the amount of hospitalizations that the epidemic will peak at.
721,2023-02-04 15:07:04,2023-02-04 15:17:39,634,-2,5.0,0,88.0,1164.0,1,1,1,0,To predict the peak activity of a fictitious infectious disease.
5292,2023-02-04 15:15:25,2023-02-04 15:17:45,139,2,2.5,0,210.0,2500.0,1,0,0,0,It was to show hospital incidence overtime from a chart
4592,2023-02-04 15:15:16,2023-02-04 15:17:50,154,-2,10.0,1,57.0,1465.0,0,1,1,0,To see how people interpret hospital data when it comes in many forms on hospitalizations coming in.
1966,2023-02-04 15:14:46,2023-02-04 15:17:52,185,2,2.5,1,112.0,1500.0,1,1,1,1,predicting hospitalizations
2195,2023-02-04 15:15:35,2023-02-04 15:17:57,142,3,2.5,1,100.0,2000.0,0,1,1,0,to make a prediction of a peak date and number of hospitalizations based on a hypothetical pandemic
2542,2023-02-04 15:16:43,2023-02-04 15:18:08,85,4,2.5,0,112.0,900.0,1,1,0,0,I don't know
5315,2023-02-04 15:12:32,2023-02-04 15:18:14,341,3,10.0,0,80.0,300.0,1,1,1,0,To predict the day where the most hospitalizations for a disease will happen and how many people will be affected. The past two seasons were given and the current data .
5156,2023-02-04 15:15:38,2023-02-04 15:18:25,167,2,5.0,0,63.0,1599.0,1,0,0,0,To predict the peak day and the number of hospitalizations on that day.
4158,2023-02-04 15:14:56,2023-02-04 15:18:33,217,1,10.0,0,147.0,355.0,1,0,0,0,
1003,2023-02-04 15:15:36,2023-02-04 15:18:36,179,4,10.0,0,112.0,324.0,1,1,1,0,To get an estimate on peak infection timing and quantity. The information available give rise to estimating based 8n previous seasons vs current season trend
4133,2023-02-04 15:09:31,2023-02-04 15:18:36,545,1,5.0,0,100.0,1350.0,1,1,1,0,The study was to see how well humans could predict an epidemic trend based on recent observations and past trends.
2604,2023-02-04 15:14:37,2023-02-04 15:18:38,240,4,10.0,1,98.0,1431.0,0,0,0,1,To determine the peak day of infection on the graph along with the estimated number of hospitalizations.
1640,2023-02-04 15:09:59,2023-02-04 15:18:43,524,1,10.0,1,88.0,1365.0,1,0,1,0,To predict the the day hospitalizations would peak and the number on that day.
1026,2023-02-04 15:16:49,2023-02-04 15:18:45,116,2,2.5,1,35.0,2000.0,1,0,0,0,the goal was to predict peak day and number of hospitalizations in that day of a fictious infectious agent.
4239,2023-02-04 15:11:47,2023-02-04 15:18:51,423,1,5.0,0,100.0,900.0,1,1,1,0,You wanted us to predict when we thought the number of cases of an illness would peak and what we thought the peak would be given data from the last two seasons.
2981,2023-02-04 15:16:32,2023-02-04 15:18:55,142,4,5.0,0,70.0,2250.0,1,0,0,0,To estimate how many people will be hospitalized. Also to know when the peak day will be.
3618,2023-02-04 15:15:37,2023-02-04 15:19:02,204,4,10.0,0,84.0,650.0,1,1,1,0,Thoughts on how people predict future trends/data based on previous data and model estimates.
408,2023-02-04 15:00:06,2023-02-04 15:19:02,1136,1,2.5,0,1960.0,65.0,0,0,1,0,"The aim of this study was to predict the number of hospitalizations due to an epidemic caused by a critical infectious agent.
We had to predict on which day the true epidemic would peak and how many incident hospitalizations this epidemic will have caused on that peak day.
"
2817,2023-02-04 15:15:36,2023-02-04 15:19:04,207,2,2.5,1,110.0,900.0,0,1,0,0,To state what the peak day and hospitalization rate on that peak day would be from an infectious agent.
4196,2023-02-04 15:14:02,2023-02-04 15:19:10,307,2,10.0,0,58.0,1680.0,1,0,1,0,"To predict when the peak of an endemic would be,"
1493,2023-02-04 15:16:31,2023-02-04 15:19:11,159,-2,5.0,0,-56.0,1700.0,1,1,0,0,To see how people can read graphs
887,2023-02-04 15:15:49,2023-02-04 15:19:17,208,2,5.0,1,112.0,2500.0,1,0,0,0,To manage the data based on information give through an essay and graph.
5445,2023-02-04 15:14:54,2023-02-04 15:19:22,268,1,2.5,1,57.0,1995.0,1,0,0,0,To estimate the peak number of days and the number of hospitalizations due to a viral epidemic.
